10000,834881523,3.3328333067640807E7
20000,960547962,1.3332333095286152E8
30000,907224823,2.999849924872304E8
40000,1612553778,5.333133163706286E8
50000,820907095,8.333083013845196E8
60000,879839970,1.1999699461880777E9
70000,1087428305,1.6332982495689554E9
80000,1169152177,2.133293210110165E9
90000,1330915550,2.699954826655036E9
100000,1355194741,3.333283097766404E9
110000,1674077283,4.033278022638549E9
120000,1572775632,4.799939599535312E9
130000,1631027609,5.63326782753756E9
140000,1720043994,6.533262704977769E9
150000,1875543023,7.499924231331478E9
160000,1836549386,8.5332524045751295E9
170000,1954229184,9.633247223558376E9
180000,2088804039,1.0799908687413485E10
190000,2318262163,1.2033236794255653E10
200000,2456010213,1.3333231542437923E10
210000,2643871543,1.4699892931694157E10
220000,2576570074,1.6133220960294302E10
230000,2830003760,1.7633215626155525E10
240000,3144271189,1.9199876930253593E10
250000,3342289218,2.0833204869505966E10
260000,3313568142,2.2533199443620106E10
270000,3339558389,2.4299860650437317E10
280000,3324218974,2.613318849050614E10
290000,4206003185,2.8033182955608196E10
300000,4432663295,2.999984405245073E10
310000,3742645358,3.203317177672564E10
320000,3778224062,3.413316612894295E10
330000,3856892784,3.629982710660753E10
340000,4059756223,3.853315470706625E10
350000,4083735806,4.0833148929686134E10
360000,5135325757,4.319980977453182E10
370000,5286089463,4.563313723991984E10
380000,4709745905,4.8133131325449234E10
390000,5489716263,5.069979202925801E10
400000,6002711186,5.333311934632059E10
410000,6325652864,5.6033113032159325E10
420000,6292398630,5.879977331908623E10
430000,6663580921,6.16331002035583E10
440000,8872100043,6.453309368326369E10
450000,8685739369,6.7499753748894844E10
460000,7116289197,7.053308039777827E10
470000,8546791606,7.363307363710503E10
480000,8482850101,7.679973345894612E10
490000,8800911875,8.00330598739101E10
500000,10399453112,8.33330525543827E10
510000,13018786524,8.669971180211942E10
520000,11716876057,9.013303761652148E10
530000,13136445695,9.363302997520956E10
540000,11914590698,9.71996888932494E10
550000,12254568396,1.0083301436691098E11
560000,14416358098,1.0453300639233551E11
570000,15347311601,1.0829966461037988E11
580000,17086774754,1.1213298934888239E11
590000,15758357713,1.160329806097399E11
600000,16256304760,1.1999963838805052E11
610000,17569278540,1.2403296269440047E11
620000,17265873831,1.2813295351945045E11
630000,17207834004,1.3229961084191805E11
640000,21569426968,1.3653293427643823E11
650000,20839701416,1.4083292418325003E11
660000,19828718405,1.45199580608768E11
670000,21577113288,1.4963290349663797E11
680000,24138430827,1.541328928731139E11
690000,22461274382,1.5869954873863882E11
700000,27728436582,1.633328706137121E11
710000,26633619141,1.6803285895457724E11
720000,27000793361,1.7279951373483725E11
730000,28429638543,1.7763283497025815E11
740000,28985616174,1.825328226472631E11
750000,30596635529,1.8749947624704068E11
760000,31120814726,1.925327963009072E11
770000,33312062750,1.9763278276517792E11
780000,33305913996,2.0279943562042902E11
790000,35612827052,2.0803275490866254E11
800000,35640982567,2.133327406087818E11
810000,36424803863,2.1869939214612836E11
820000,39627804803,2.241327100999419E11
830000,44061394398,2.2963269438808603E11
840000,41048985735,2.351993451041125E11
850000,43834627820,2.4083266160475647E11
860000,49377152629,2.4653264435737894E11
870000,48041909780,2.5229929348926947E11
880000,46742064340,2.5813260902454117E11
890000,50385452563,2.6403259081365753E11
900000,55111340332,2.6999923834093924E11
910000,61339411529,2.7603255223240796E11
920000,57510072367,2.8213253244402826E11
930000,60551621376,2.8829917892222864E11
940000,66289249827,2.9453249107960406E11
950000,63357602246,3.008324694244582E11
960000,64608680440,3.07199114072227E11
970000,74777916134,3.1363242498523975E11
980000,73221407372,3.201324021637778E11
990000,83675206656,3.266990449428221E11
1000000,80825594082,3.33332353895894E11
