1000,455094154,332833.4956290132
2000,361933511,1332333.4745466842
3000,260730671,2998500.0900549493
4000,331725608,5331333.330376402
5000,298163980,8330833.179498337
6000,274782043,1.1996999630518587E7
7000,280788191,1.6329832668183938E7
8000,279222878,2.1329332274350367E7
9000,325231202,2.699549844472939E7
10000,260313649,3.3328331163776245E7
11000,254213347,4.032783041892935E7
12000,294461262,4.799399619768078E7
13000,315408532,5.6326828488742694E7
14000,1058880849,6.5326327287930734E7
15000,420719824,7.499249255719124E7
16000,338253097,8.532532427835384E7
17000,322306187,9.632482246372639E7
18000,325110452,1.0799098711512631E8
19000,377803433,1.2032381818915135E8
20000,346486849,1.333233156631241E8
21000,475619184,1.4698947952353063E8
22000,1682319911,1.6132230983005E8
23000,506425140,1.7632180645467207E8
24000,411691517,1.919879694659064E8
25000,412177412,2.0832079880134267E8
26000,397142314,2.2532029452844542E8
27000,458028121,2.4298645655486834E8
28000,436463821,2.6131928498032054E8
29000,438147177,2.803187796598063E8
30000,497466879,2.999849405143641E8
31000,467399190,3.2031776767570305E8
32000,499785730,3.413172611356908E8
33000,542259478,3.629834209092114E8
34000,581301347,3.853162468200213E8
35000,567228075,4.083157389661873E8
36000,638438501,4.3198189726661676E8
37000,6427997724,4.5631472189034635E8
38000,541914421,4.8131421258876324E8
39000,547912548,5.0698036967172617E8
40000,586566936,5.333131928651865E8
41000,549014863,5.603126819815423E8
42000,562222088,5.87978837362202E8
43000,583142298,6.163116590359313E8
44000,635711541,6.453111467451491E8
45000,633901406,6.749773004704852E8
46000,600233993,7.053101201910969E8
47000,625299020,7.363096062761999E8
48000,663053086,7.679757583066612E8
49000,628150371,8.003085762846364E8
50000,691978549,8.333080604138336E8
51000,643922916,8.669742104368038E8
52000,715938714,9.013070263200141E8
53000,704211952,9.363065084879878E8
54000,720352046,9.719726565560832E8
55000,716494915,1.0083054707127668E9
56000,726756781,1.0453049507235156E9
57000,725272617,1.0829710964823735E9
58000,740157348,1.121303908612121E9
59000,743006548,1.1603033865748076E9
60000,772164121,1.1999695301088178E9
61000,875849746,1.2403023397987874E9
62000,844204005,1.2813018151795006E9
63000,836147283,1.3229679566190555E9
64000,808022541,1.3653007636939838E9
65000,837978117,1.4083002369730651E9
66000,834157480,1.4519663760013716E9
67000,893780070,1.4962991807081954E9
68000,843821481,1.541298651468393E9
69000,880377936,1.5869647876465309E9
70000,871802553,1.6332975901163669E9
71000,984444143,1.6802970579874141E9
72000,916555909,1.7279631915837297E9
73000,928916000,1.7762959911728075E9
74000,930138625,1.825295456292211E9
75000,952191737,1.8749615872215345E9
76000,946284350,1.9252943842334244E9
77000,922372624,1.976293846154062E9
78000,1148324079,2.0279599734099944E9
79000,978423852,2.0802927677899897E9
80000,1004951668,2.1332922270248578E9
81000,1040935913,2.1869583516056876E9
82000,1002783663,2.24129114185111E9
83000,1085423947,2.296290597873926E9
84000,996784598,2.3519567194290266E9
85000,1034538803,2.4082895068848877E9
86000,1040346126,2.465288959971318E9
87000,1097445717,2.522955078673138E9
88000,1051970043,2.58128786316641E9
89000,1071625194,2.6402873126502423E9
90000,1132547837,2.6999534277191377E9
91000,1206522132,2.760286208733305E9
92000,1716811090,2.821285654214728E9
93000,1346574823,2.882951765447023E9
94000,1458017528,2.945284542172834E9
95000,1554159970,3.008283984447766E9
96000,1474343888,3.0719500920982313E9
97000,1814678358,3.1362828652111373E9
98000,2132961468,3.201282303709473E9
99000,1522827071,3.2669484074204698E9
100000,2730712767,3.333281177167804E9
101000,1643870054,3.400280612344672E9
102000,1400428529,3.4679467121712575E9
103000,1367685913,3.536279477366593E9
104000,1248973165,3.6052789086290894E9
105000,1269349948,3.6749450053091216E9
106000,1391307680,3.745277767096006E9
107000,1253224771,3.8162771939025025E9
108000,1216093743,3.88794328645362E9
109000,1254793836,3.9602760442696414E9
110000,1307082790,4.0332754670057726E9
111000,1285634922,4.106941555397323E9
112000,1293640452,4.1812743075417047E9
113000,1304151271,4.2562737263660736E9
114000,1432270081,4.331939809603629E9
115000,1602035185,4.408272558345288E9
116000,1542572051,4.485271972468171E9
117000,1512810222,4.562938050857564E9
118000,1375442301,4.641270795031903E9
119000,1388877593,4.720270205188501E9
120000,1429251657,4.799936280241578E9
121000,1442049737,4.880269020437354E9
122000,1455857925,4.961268425020678E9
123000,1477315964,5.042934495563637E9
124000,1522248054,5.125267230390836E9
125000,1504928289,5.208266629154092E9
126000,1529373934,5.291932694327405E9
127000,1573112101,5.376265424999534E9
128000,1740960942,5.461264819461838E9
129000,1661489499,5.54693087923932E9
130000,1488776738,5.633263605310531E9
131000,1614016547,5.720262997187582E9
132000,1599728697,5.807929053227316E9
133000,1557690068,5.896261774473145E9
134000,1583588107,5.985261160359301E9
135000,1685778059,6.0749272114707775E9
136000,1589834222,6.165259925202717E9
137000,1632845115,6.256259304241061E9
138000,1726152245,6.347925348720472E9
139000,1706914472,6.440258061209969E9
140000,1652181425,6.533257436772744E9
141000,1724516985,6.626923478137818E9
142000,1701186117,6.721256182266854E9
143000,1672120433,6.816255552141757E9
144000,1674369235,6.911921585017766E9
145000,1882040869,7.008254283506464E9
146000,2020541956,7.105253646834058E9
147000,1732492300,7.202919675323214E9
148000,1746548547,7.301252369047122E9
149000,1728230598,7.400251726838575E9
150000,1722194549,7.499917749697662E9
151000,1792994060,7.6002504358493595E9
152000,1992020509,7.701249787357416E9
153000,1843768307,7.802915804856529E9
154000,1766446762,7.905248486769261E9
155000,1809247117,8.008247833673148E9
156000,1837360933,8.111913846262589E9
157000,1819166498,8.216246520657363E9
158000,1851154069,8.321245861082108E9
159000,1834208391,8.426911867604414E9
160000,1934573987,8.533244535729692E9
161000,1906641826,8.640243868438879E9
162000,1905248448,8.747909866979069E9
163000,1888268482,8.856242528564705E9
164000,1910829594,8.965241854699692E9
165000,1946336573,9.074907847169617E9
166000,2056822618,9.185240506058681E9
167000,3005829643,9.296239827304081E9
168000,2013493577,9.40790581507876E9
169000,1988364523,9.520238462647173E9
170000,1990168142,9.63323777555524E9
171000,2093042406,9.746903754902855E9
172000,2009061115,9.861236399080986E9
173000,2038059754,9.976235707600567E9
174000,2037465292,1.0091901679282366E10
175000,2404474375,1.0208234317310778E10
176000,2023048011,1.0325233620638502E10
177000,2113883795,1.0442899586329365E10
178000,2029068965,1.056123221502097E10
179000,2031562499,1.0680231510190071E10
180000,2120029143,1.079989746898499E10
181000,3140452070,1.0920230092316504E10
182000,2176213042,1.1041229380778706E10
183000,2186819980,1.1162895336697237E10
184000,2217087262,1.1285227952472687E10
185000,2216907318,1.1408227234693853E10
186000,2221751946,1.1531893177142206E10
187000,2193844307,1.1656225789901405E10
188000,2237604097,1.1781225064928715E10
189000,2319185873,1.1906891006034088E10
190000,2220341802,1.2033223607486532E10
191000,2289071576,1.216022287555716E10
192000,2318599477,1.2287888805476824E10
193000,2292421982,1.24162213995379E10
194000,2295448811,1.2545220659794687E10
195000,3091653157,1.2674886584765787E10
196000,2352259425,1.280521917149037E10
197000,2336862909,1.2936218422888655E10
198000,2441696826,1.3067884335785301E10
199000,2415017049,1.3200216917298801E10
200000,2407905328,1.3333216162948734E10
201000,2450714642,1.346688207003814E10
202000,3225424019,1.3601214643303877E10
203000,2419166703,1.373621387804146E10
204000,2422887500,1.3871879777138285E10
205000,2450524437,1.4008212341694721E10
206000,2438091378,1.4145211574304005E10
207000,2468530058,1.4282877468713648E10
208000,2442770036,1.4421210022772455E10
209000,2535375367,1.456020924699816E10
210000,2483663005,1.4699875132826948E10
211000,2442555497,1.484020768028686E10
212000,2525287645,1.4981206893050413E10
213000,2532129841,1.5122872767981934E10
214000,3509183631,1.5265205311898565E10
215000,2580033346,1.5408204511791712E10
216000,2898277387,1.5551870381015894E10
217000,2886865208,1.569620291118256E10
218000,2896404824,1.5841202108153183E10
219000,2807897673,1.5986867967353954E10
220000,2572618408,1.613320049370119E10
221000,2639491575,1.628019968111894E10
222000,2408069513,1.6427865531309807E10
223000,3377224600,1.6576198049827833E10
224000,2606635558,1.6725197229909504E10
225000,3250920610,1.687486307100113E10
226000,2743597288,1.7025195576845682E10
227000,2673116088,1.7176194747923445E10
228000,2731277411,1.732786057931878E10
229000,2680703849,1.7480193076327473E10
230000,4899841013,1.7633192242864807E10
231000,2750635449,1.7786858072853767E10
232000,2874738922,1.7941190565824085E10
233000,2703429535,1.809618971351363E10
234000,2801538310,1.8251855530491085E10
235000,2729936124,1.8408188010120457E10
236000,2763218906,1.85651871558345E10
237000,2756204923,1.872285296085842E10
238000,2757280746,1.888118543746178E10
239000,2801241430,1.9040184571286514E10
240000,2841861653,1.919985037809687E10
241000,3865545911,1.9360182840178406E10
242000,2818390606,1.9521181964643574E10
243000,2919298090,1.9682847749673683E10
244000,2844616816,1.9845180199086952E10
245000,2863952115,2.0008179316117256E10
246000,2866500369,2.0171845096714405E10
247000,4039265521,2.0336177549031055E10
248000,2897204808,2.050117665570776E10
